finding,severity,target,remediation,tools_used,cvss,signature,novel
JWT RS256-to-HS256 algorithm confusion enables forged B2B order creation,critical,OWASP Juice Shop 14.5.1 NextGen B2B API:3000,Pin accepted JWT algorithms to RS256 for B2B and all API middleware; reject HS* tokens and remove public key exposure if unnecessary.,,9.1,"T1606, T1190",no
Low-privilege IDOR exposes other users' baskets and authentication records,critical,OWASP Juice Shop 14.5.1 authenticated REST APIs:3000,Add per-object authorization checks and remove session/JWT fields from user-facing authentication-details responses.,,9.4,"T1190, T1078",no
XML External Entity (XXE) local file disclosure in deprecated XML file upload,high,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,Disable DTD/external entity resolution for XML uploads and reject documents containing DOCTYPE/ENTITY declarations.,,8.1,T1190,no
JWT alg=none authentication bypass grants admin API access,critical,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,Reject unsigned JWTs and pin server-side JWT verification to the expected signed algorithm only.,,9.8,"T1606, T1190",no
Exposed RSA public key enables HS/RS JWT algorithm confusion and admin token forgery,critical,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,"Remove /encryptionkeys from public access, rotate JWT keys, and pin accepted JWT algorithms to RS256 only.",,9.8,"T1552, T1606, T1190",no
B2B order API accepts forged JWTs for state-changing order creation,high,OWASP Juice Shop 14.5.1 B2B API / Node.js v18.14.0,Apply strict signed-JWT verification and authorization checks to all /b2b/v2 state-changing endpoints.,,8.6,"T1606, T1190",no
DOM XSS in track-order result via reflected orderId and Angular trust bypass,high,OWASP Juice Shop 14.5.1 Angular frontend + /rest/track-order API:3000,"Remove bypassSecurityTrustHtml for attacker-controlled data, render order IDs as text, validate order ID format server-side, and deploy a restrictive CSP.",,8.1,"T1190, T1059.007",no
Exposed premium key enables unauthorized deluxe membership upgrade,high,OWASP Juice Shop 14.5.1 deluxe membership API:3000,Remove the exposed premium key and require server-side payment verification before changing user roles.,,8.1,"T1190, T1530",no
Cross-host JWT token reuse leaks adjacent-host authentication records,high,OWASP Juice Shop HTTP API on 10.10.0.20:3000 and 10.10.0.21:3000,"Use per-host JWT keys and issuer/audience validation, rotate exposed keys, and restrict authentication-details to authorized administrative callers with sensitive fields redacted.",,8.6,"T1550, T1087",no
JWT authentication bypass via accepted alg=none tokens,critical,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,Pin accepted JWT algorithms server-side and reject unsigned tokens; upgrade JWT middleware and add regression tests for alg=none.,,9.8,"T1190, T1552",no
Broken Function-Level Authorization Exposes Full User List to Any Customer,high,OWASP Juice Shop 14.5.1 user API:3000,Restrict /api/Users and /api/Users/{id} to administrators or enforce per-object access to the caller's own record only.,,7.5,"T1190, T1530",no
Exposed Premium Key Enables Free Deluxe Membership Upgrade,high,OWASP Juice Shop 14.5.1 deluxe membership API:3000,Remove premium.key from web-accessible storage and require server-side payment-provider verification bound to the authenticated user before upgrading membership.,,8.1,"T1552.001, T1098, T1190",no
Low-Privilege Access to Authentication Details for All Users,high,OWASP Juice Shop 14.5.1 authentication details API:3000,Return only the caller's non-sensitive authentication metadata from user endpoints and restrict global authentication/audit records to administrators.,,8.1,"T1190, T1530, T1552",no
Track Order Reflected/DOM XSS via Trusted innerHtml Sink,high,OWASP Juice Shop 14.5.1 track-result Angular route:3000,Remove bypassSecurityTrustHtml for attacker-controlled values and render order IDs with Angular interpolation/text binding; also HTML-encode reflected API values.,,8.2,"T1190, T1059.007",no
Exposed premium key grants unpaid deluxe membership,high,OWASP Juice Shop 14.5.1 /rest/deluxe-membership:3000,Do not expose entitlement secrets; rotate premium.key and validate deluxe upgrades against server-side payment or single-use redemption state.,,8.1,"T1190, T1078",no
Customer JWT exposes all users' authentication details and tokens,critical,OWASP Juice Shop 14.5.1 authentication details API:3000,Add admin-only authorization and response-field filtering to authentication-details endpoints.,,9.1,"T1190, T1530, T1552",no
SQL injection authentication bypass in /rest/user/login,critical,OWASP Juice Shop 14.5.1 / Node.js Express:3000,Replace string-concatenated SQL with parameterized ORM/query bindings and validate the email field before querying.,,9.8,"T1190, T1078",no
Exposed premium key enables unauthorized deluxe membership upgrade,high,OWASP Juice Shop deluxe membership API on 10.10.0.21:3000,"Remove the exposed premium key, rotate it, and replace static-key payment authorization with server-side payment-provider verification.",,8.1,"T1552.001, T1190",no
JWT alg=none Signature Bypass Enables Arbitrary Admin Authentication,critical,OWASP Juice Shop 14.5.1 / Node.js v18.14.0 JWT authentication:3000,"Pin accepted JWT algorithms to RS256 only, reject alg=none, and require signature verification for all protected routes.",,9.8,"T1606, T1190",no
JWT RS256-to-HS256 Algorithm Confusion Using Exposed Public Key,critical,OWASP Juice Shop 14.5.1 / Node.js v18.14.0 JWT authentication:3000,Do not expose signing/verification key material unnecessarily; pin JWT verification to RS256 and reject HS256 tokens for RSA-backed issuers.,,9.8,"T1606, T1190",no
Exposed Premium Key Reusable for Unauthorized Deluxe Membership Upgrade,high,OWASP Juice Shop 14.5.1 deluxe membership/payment flow:3000,"Remove /encryptionkeys/premium.key from public web root, rotate the leaked key, and enforce one-time server-side payment token validation bound to the user.",,8.1,"T1552, T1190",no
JWT HS/RS algorithm confusion due to exposed RSA public key,critical,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,"Restrict JWT verification to the intended asymmetric algorithm, reject HS256 for RSA-key tokens, and move key material outside publicly served paths.",,9.8,"T1190, T1552",no
Authentication bypass via SQL injection in login email field,critical,OWASP Juice Shop 14.5.1 on Node.js/Express:3000,"Parameterize the login query, validate email format, and verify the password hash before issuing any JWT.",,9.8,"T1190, T1110.004, T1078",no
Unsigned JWT accepted by B2B order API,critical,OWASP Juice Shop 14.5.1 NextGen B2B API:3000,"Pin JWT verification to the expected signed algorithm such as RS256, require a non-empty signature, and never accept alg=none in production.",,9.1,"T1190, T1606",no
FTP artifact extension-filter bypass exposes sensitive backups,medium,OWASP Juice Shop 14.5.1 / Express static file service:3000,"Normalize/decode filenames once, reject null bytes and backup extensions, enforce canonical path and extension checks, and remove backup artifacts from the web root.",,6.5,"T1190, T1552",no
"JWT Verifier Accepts Tokens Without exp Claim, Enabling Non-Expiring Forged Sessions",high,OWASP Juice Shop 14.5.1 / Node.js v18.14.0 JWT authentication:3000,"Require exp on every JWT, enforce a short maximum token lifetime, and combine this with strict algorithm pinning to RS256.",,8.1,T1606,no
Broken access control exposes all users' authentication details,high,OWASP Juice Shop 14.5.1 / Node.js Express:3000,"Enforce role/object-level authorization on authentication-details and remove token, secret, and password-derived fields from responses.",,8.1,"T1190, T1530",no
Unauthenticated password reset via public security question and weak answer,high,OWASP Juice Shop 14.5.1 account recovery workflow:3000,"Replace security-question-only reset with time-bound one-time reset tokens, rate-limit attempts, and require re-authentication/MFA for sensitive account recovery.",,8.1,"T1098, T1078",no
Low-privilege users can enumerate all users via /api/Users,high,OWASP Juice Shop 14.5.1 REST API:3000,Enforce role-based authorization on /api/Users and return only minimally required fields.,,7.5,"T1190, T1087.004",no
Low-privilege users can read arbitrary user object by ID,high,OWASP Juice Shop 14.5.1 REST API:3000,Enforce object ownership or admin-only access for user-object reads.,,7.5,T1190,no
Low-privilege users can retrieve all authentication detail records and admin JWTs,critical,OWASP Juice Shop 14.5.1 authentication-details endpoint:3000,"Make authentication-detail exports admin-only, remove token/password/TOTP fields from responses, and invalidate leaked tokens.",,9.1,"T1552.001, T1528, T1078",no
DOM XSS in track-result route via trusted orderId HTML,high,OWASP Juice Shop 14.5.1 Angular SPA /#/track-result:3000,"Remove bypassSecurityTrustHtml for user-controlled values, bind as text, and validate/encode order IDs server-side.",,8.0,"T1189, T1059.007",no
Exposed premium.key enables free deluxe membership upgrade,high,OWASP Juice Shop 14.5.1 deluxe membership workflow:3000,"Remove premium.key from public access, rotate it, and verify payments server-side with a payment provider or one-time signed payment intents.",,8.1,"T1552.001, T1098",no
Product search SQL injection with UNION data extraction,critical,OWASP Juice Shop 14.5.1 product search:3000,"Parameterize the product search query and avoid concatenating q into SQL; add query tests for quotes, comments, and UNION keywords.",,9.1,"T1190, T1505.003",no
Low-privilege users can enumerate cross-user basket item records,medium,OWASP Juice Shop 14.5.1 BasketItems API:3000,Scope BasketItems list queries to the authenticated user's basket IDs or require admin authorization for global listing.,,6.5,T1190,no
Low-privilege users can enumerate other users' complaint records,medium,OWASP Juice Shop 14.5.1 Complaints API:3000,Filter complaint records by the authenticated user's UserId unless the caller is an administrator.,,6.5,T1190,no
SQL Injection Authentication Bypass in /rest/user/login,critical,OWASP Juice Shop 14.5.1 on Node.js/Express:3000,Replace string-built SQL with parameterized queries/ORM filters and add regression tests for SQL metacharacters in login fields.,,9.8,"T1190, T1078",no
Unsigned JWT alg=none Accepted by B2B Orders API,critical,OWASP Juice Shop 14.5.1 NextGen B2B API:3000,"Pin accepted JWT algorithms to the expected asymmetric signing algorithm, require signature verification, validate issuer/audience/expiry, and reject alg=none tokens.",,9.1,"T1190, T1550",no
Public encryption key directory exposes JWT and premium secrets,high,OWASP Juice Shop 14.5.1 / Express static file service:3000,"Remove /encryptionkeys from public static routing, rotate exposed keys/secrets, and store secrets in environment/secret management outside the web root.",,8.1,"T1552, T1190",no
IDOR/BOLA in /api/Users/{id} exposes arbitrary user records,high,OWASP Juice Shop 14.5.1 / Node.js Express:3000,"Enforce object-level authorization so non-admin users can only read their own user record, and omit sensitive fields from returned user objects.",,8.1,"T1190, T1530",no
SQL injection in login grants admin session,critical,OWASP Juice Shop 14.5.1 / Node.js Express:3000,Parameterize login queries and validate email input; rotate tokens issued during exposure.,,9.8,"T1190, T1078",no
Exposed premium.key enables unauthorized deluxe membership upgrade,high,OWASP Juice Shop 14.5.1 / Express static directory listing:3000,"Remove premium.key from public web paths, disable directory listing, and validate upgrades server-side without client-supplied static secrets.",,8.1,"T1552.001, T1190",no
JWT algorithm confusion on B2B API accepts HS256 tokens signed with exposed RSA public key,high,OWASP Juice Shop NextGen B2B API 2.0.0,"Pin JWT verification to RS256 only, reject HS* and none for B2B tokens, and remove key material from public paths.",,8.6,"T1606, T1190",no
Reachable unsafe server-side JavaScript parser for B2B orderLinesData,medium,OWASP Juice Shop 14.5.1 B2B API:3000,"Replace notevil/eval-style parsing with JSON.parse plus strict schema validation, handle parse errors with 400 responses, and suppress stack traces in production.",,6.5,T1190,no
Unauthenticated Prometheus metrics exposure leaks runtime and business telemetry,medium,OWASP Juice Shop 14.5.1 on Node.js:3000,Restrict /metrics to authenticated administrators or an internal monitoring network and avoid exposing business-sensitive labels publicly.,,5.3,T1592,no
SQL Injection Authentication Bypass Grants Administrator Session,critical,OWASP Juice Shop / Node.js Express on 10.10.0.21:3000,Replace dynamic SQL in login with parameterized ORM queries/prepared statements and verify the password hash before issuing JWTs.,,9.8,"T1190, T1078",no
JWT alg=none authentication bypass grants admin/API access,critical,OWASP Juice Shop 14.5.1 / Node.js Express API:3000,"Configure JWT verification to allow only the expected signed algorithm, reject alg=none, and add regression tests for unsigned-token rejection.",,9.8,"T1190, T1606",no
B2B JWT RS256-to-HS256 algorithm confusion using exposed RSA public key,high,OWASP Juice Shop NextGen B2B API 2.0.0,"Pin B2B JWT verification to RS256 only, reject HS* algorithms, and remove algorithm selection based on token header.",,8.1,"T1190, T1606",no
Unsigned JWTs accepted via alg=none session validation bypass,critical,OWASP Juice Shop 14.5.1 JWT authentication:3000,"Configure JWT verification to require the expected asymmetric algorithm (RS256) and key, and reject alg=none and mixed-case algorithm variants.",,9.8,"T1550.003, T1078, T1190",no
Unsigned alg=none JWT Grants Admin API Access,critical,OWASP Juice Shop 14.5.1 API authentication middleware:3000,"Pin JWT verification to the expected signed algorithm, reject alg=none, validate issuer/audience/expiry, and never authorize from unverified claims.",,9.8,"T1190, T1550",no
IDOR/BOLA in /rest/basket/{id} exposes arbitrary baskets,medium,OWASP Juice Shop 14.5.1 / Node.js Express:3000,Enforce basket ownership checks on /rest/basket/{id}; non-admin users should only access baskets where Basket.UserId equals the authenticated user id.,,6.5,"T1190, T1530",no
JWT alg=none Signature Bypass Grants Administrator API Access,critical,OWASP Juice Shop / Node.js Express on 10.10.0.21:3000,Configure JWT verification with a strict algorithm allow-list and reject unsigned tokens; never trust the alg value supplied by the client.,,9.8,"T1606, T1190",no
Poisoned Null Byte Bypasses /ftp File Extension Allow-List,medium,OWASP Juice Shop /ftp artifact route:3000,"Reject null bytes before decoding, canonicalize with path.basename/path.resolve, and enforce an allow-list regex on the canonical filename.",,5.3,"T1083, T1005",no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop / Node.js Express on port 3000,Replace raw concatenated SQL with parameterized queries and add authentication rate limiting and logging for failed login attempts.,,9.8,"T1190, T1059",no
JWT RS256-to-HS256 Algorithm Confusion via Exposed Public Key,critical,OWASP Juice Shop / Node.js Express on 10.10.0.21:3000,"Remove public key exposure if unnecessary, rotate keys, and configure JWT verification with a strict RS256-only allow-list that cannot fall back to HMAC algorithms.",,9.8,"T1606, T1190",no
Unauthenticated Prometheus metrics exposure,low,OWASP Juice Shop 14.5.1 / Node.js Express:3000,Restrict /metrics to trusted monitoring networks or require a dedicated monitoring token; do not expose operational telemetry publicly.,,5.3,T1592,no
B2B API accepts unsigned JWT alg=none tokens,critical,OWASP Juice Shop / Node.js Express B2B API:3000,Pin the expected JWT signing algorithm and reject alg=none/unsigned tokens at the verifier.,,9.1,"T1190, T1550.001",no
Password change does not require current password re-authentication,high,OWASP Juice Shop 14.5.1 account management:3000,Require the current password (or fresh MFA/re-authentication) and use a POST/PUT request with CSRF protections before changing credentials.,,8.1,"T1098, T1078",no
Basket IDOR Allows Cross-Account Cart Access,high,OWASP Juice Shop / Node.js Express on 10.10.0.21:3000,Apply per-object authorization checks tying Basket.UserId to the authenticated JWT subject before returning /rest/basket/{id}.,,8.1,"T1190, T1078",no
JWT RS256-to-HS256 Algorithm Confusion Grants Admin API Access,critical,OWASP Juice Shop 14.5.1 API authentication middleware:3000,"Pin accepted JWT algorithms to RS256 only, keep asymmetric and symmetric key paths separate, and reject any token whose alg does not match the expected key type.",,9.8,"T1190, T1550",no
JWT RS256-to-HS256 algorithm confusion with exposed public key,critical,OWASP Juice Shop 14.5.1 JWT authentication:3000,"Pin JWT verification to RS256 only, reject HS* algorithms for these tokens, and avoid exposing or reusing asymmetric public keys as HMAC verification secrets.",,9.8,"T1550.003, T1078, T1190",no
JWT RS256-to-HS256 algorithm confusion via exposed public key,critical,OWASP Juice Shop / Node.js Express API:3000,Configure JWT verification to allow only RS256 for RSA tokens and reject any HS* token at RSA-protected endpoints.,,9.8,"T1190, T1550.001",no
JWT Tokens Expose Password Hashes and Full User Records,medium,OWASP Juice Shop / Node.js Express on 10.10.0.21:3000,"Issue JWTs with only minimal authorization claims (sub, role, exp) and exclude password hashes and internal user fields from token payloads.",,5.5,T1552,no
JWT Algorithm Confusion Allows Forged Admin Tokens,critical,OWASP Juice Shop / Node.js Express JWT validation on port 3000,"Pin JWT verification to RS256 for RSA keys, reject HS* algorithms for public-key tokens, rotate tokens, and remove unnecessary public key exposure if not required.",,9.8,"T1606, T1552, T1190",no
Login authentication bypass via SQL injection,critical,OWASP Juice Shop 14.5.1 / Node.js Express auth endpoint:3000,Replace string-built login SQL with parameterized ORM queries and verify the supplied password before issuing a JWT.,,9.8,"T1190, T1556",no
Authentication bypass via SQL injection in login email field,critical,OWASP Juice Shop / Node.js Express on 10.10.0.21:3000,"Parameterize the login query, verify passwords independently, return minimal JWT claims, and add regression tests for SQLi payloads in email.",,9.8,"T1190, T1078",no
Unsigned alg=none JWT accepted by B2B API,critical,OWASP Juice Shop 14.5.1 B2B API JWT validation:3000,"Pin JWT verification to RS256 (or the intended algorithm), reject alg=none, and validate issuer/audience/expiry before authorizing B2B actions.",,9.1,"T1190, T1606",no
Basket Object-Level Authorization Bypass via Sequential Basket ID,high,OWASP Juice Shop 14.5.1 basket API:3000,Enforce object ownership in the basket lookup by filtering on both basket id and authenticated user id; return a generic 404 for non-owned objects.,,8.1,"T1190, T1087",no
XML external entity expansion in deprecated B2B file upload discloses local files,high,OWASP Juice Shop 14.5.1 / Node.js Express file-upload XML parser:3000,"Disable XML external entity resolution, reject XML uploads on deprecated endpoints before parsing, and stop reflecting parsed upload content in errors.",,8.1,"T1190, T1005",no
Password Change Does Not Require Current Password,medium,OWASP Juice Shop / Node.js Express on 10.10.0.21:3000,Require the current password and verify it server-side before updating any account password.,,6.5,T1098,no
Unsigned JWT alg=none Accepted by B2B Orders API,critical,OWASP Juice Shop B2B API / JWT middleware on port 3000,"Disable alg=none support, pin allowed JWT algorithms server-side, update JWT libraries/configuration, and rotate all active tokens.",,9.1,"T1606, T1190",no
JWT RS256-to-HS256 algorithm confusion enables forged admin token,critical,OWASP Juice Shop 14.5.1 REST API JWT validation:3000,Pin JWT verification to the expected asymmetric algorithm and keep public keys out of HMAC verification paths.,,9.8,"T1190, T1606",no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop Node.js/Express on 10.10.0.21:3000,Use parameterized ORM queries for authentication and reject malformed email input before query execution.,,9.8,"T1190, T1552.001",no
XML External Entity Injection in File Upload Discloses Local Files,high,OWASP Juice Shop 14.5.1 file upload route:3000,"Disable DTD/entity resolution and network/file access in the XML parser, reject XML uploads if unused, and avoid reflecting parsed file contents in errors.",,8.6,"T1190, T1005",no
XML External Entity File Disclosure in File Upload,high,OWASP Juice Shop file-upload route on 10.10.0.21:3000,Disable DTD/external entity resolution in the XML parser and reject XML containing DOCTYPE or ENTITY declarations.,,8.6,"T1190, T1005",no
Unsigned alg=none JWT Accepted by B2B Orders API,critical,NextGen B2B API on OWASP Juice Shop 10.10.0.21:3000,Disable alg=none and hard-code the expected signing algorithm for B2B JWT verification.,,9.1,"T1190, T1528",no
Unsigned alg=none Administrator JWT Grants Protected API Access,critical,OWASP Juice Shop API on 10.10.0.21:3000,Reject unsigned JWTs and validate tokens only with the single expected asymmetric algorithm.,,9.8,"T1190, T1528, T1530",no
JWT RS256-to-HS256 Public-Key Confusion,critical,OWASP Juice Shop JWT validation on 10.10.0.21:3000,Pin JWT verification to RS256 and ensure asymmetric keys are never used as HMAC secrets.,,9.8,"T1190, T1528, T1552.004",no
Basket IDOR Allows Cross-User Basket Disclosure,high,OWASP Juice Shop basket API on 10.10.0.21:3000,Enforce object-level authorization by binding basket id lookups to the authenticated user's id.,,8.1,"T1190, T1530",no
FTP Extension Filter Bypass via Double-Encoded Null Byte,high,OWASP Juice Shop /ftp static file handler on 10.10.0.21:3000,"Canonicalize and fully decode paths before extension checks, reject null bytes, and serve files only by safe basename from an allow-list.",,8.1,"T1190, T1005",no
Unauthenticated FTP Directory Listing and Sensitive File Exposure,medium,OWASP Juice Shop /ftp directory on 10.10.0.21:3000,"Disable directory indexes, require authentication for file downloads, and remove backup/internal artifacts from the web root.",,6.5,"T1190, T1083, T1005",no
Unauthenticated Admin Application Configuration Disclosure,medium,OWASP Juice Shop admin configuration API on 10.10.0.21:3000,Require administrator authentication for configuration endpoints and redact sensitive runtime values from responses.,,6.5,"T1190, T1592.002",no
Unauthenticated Prometheus Metrics Disclosure,medium,OWASP Juice Shop metrics endpoint on 10.10.0.21:3000,Restrict metrics to localhost or authenticated monitoring networks and remove sensitive business labels.,,5.3,"T1190, T1592.002",no
Unauthenticated OpenAPI/Swagger Schema Disclosure for B2B API,low,Swagger UI / NextGen B2B API docs on 10.10.0.21:3000,Require authentication for API documentation or serve only a redacted public schema.,,4.3,"T1190, T1592.002",no
Verbose Express Error Pages Leak Framework Version and Server Paths,low,OWASP Juice Shop Express error handler on 10.10.0.21:3000,Disable development error pages in production and return generic errors while logging stack traces server-side only.,,3.7,"T1190, T1592.002",no
XML external entity expansion in /file-upload discloses local files,high,OWASP Juice Shop 14.5.1 /file-upload:3000,Disable DTD/external entity resolution for all XML parsers and remove reflective error messages containing uploaded XML.,,7.5,T1190,no
Low-Privilege User Can Leak Administrator Tokens via Authentication Details Endpoint,critical,OWASP Juice Shop / Node.js Express on 10.10.0.21:3000,Enforce per-user authorization on authentication-details and remove token/password/TOTP/reset fields from all API responses.,,9.1,"T1552, T1078, T1190",no
Basket object IDOR allows cross-account basket read,high,OWASP Juice Shop 14.5.1 REST basket API:3000,"Authorize basket access by comparing the requested basket's UserId to the authenticated user's id, or derive the basket id server-side from the token.",,7.5,"T1190, T1530",no
XML External Entity Injection in File Upload Discloses Local Files,high,OWASP Juice Shop file upload route on port 3000,"Disable XML external entity resolution and DOCTYPE processing, validate upload content types, and avoid reflecting parser errors containing file contents.",,8.6,"T1190, T1005, T1083",no
Low-privilege authentication details endpoint leaks admin JWTs,critical,OWASP Juice Shop 14.5.1 / REST user API:3000,Enforce object-level authorization and remove JWT/token fields from all user-detail responses; revoke exposed tokens.,,9.4,"T1552.001, T1078, T1190",no
Unsigned alg=none JWT accepted on B2B order API,critical,OWASP Juice Shop 14.5.1 / NextGen B2B API on Node.js v18.14.0,"Configure JWT verification with an explicit allowlist of strong algorithms, reject alg=none, and add regression tests for unsigned-token rejection.",,9.1,"T1190, T1606",no
JWT algorithm confusion via exposed public key used as HS256 secret,critical,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,"Use asymmetric JWT verification with an explicit RS256-only algorithm allowlist, keep key material segregated by algorithm type, and reject HS256 tokens for RSA-key deployments.",,9.8,"T1190, T1606",no
Password change does not require current password,medium,OWASP Juice Shop 14.5.1 user password-change flow:3000,Require current-password reauthentication for password changes and move secrets from GET query parameters to a POST body.,,6.5,"T1098, T1550",no
Recoverable announcement due to deterministic textbook RSA per-character encryption,medium,OWASP Juice Shop FTP artifact server:3000,"Do not use textbook RSA; use randomized, authenticated encryption and keep crypto parameters/key material out of public artifact directories.",,5.3,"T1552.001, T1027",no
Basket Object-Level Authorization Bypass,high,OWASP Juice Shop REST basket API on port 3000,Add server-side ownership checks for every basket id and deny cross-user access unless the requester has an explicit administrative role.,,8.1,"T1190, T1078",no
User Management API Lacks Role-Based Access Control,high,OWASP Juice Shop / Node.js Express on 10.10.0.21:3000,"Enforce role-based authorization for /api/Users and other administrative APIs, returning 403 to non-admin JWT subjects.",,8.1,"T1190, T1078",no
JWT alg=none accepted on B2B API order endpoint,critical,OWASP Juice Shop 14.5.1 / Node.js Express B2B API:3000,"Disable alg=none, require cryptographic signature verification, and pin the expected JWT algorithm server-side.",,9.8,"T1190, T1552",no
JWT RS256-to-HS256 key confusion using exposed public key,critical,OWASP Juice Shop 14.5.1 / Node.js Express API:3000,"Pin JWT verification to RS256 only, reject symmetric algorithms for RSA tokens, and remove public web access to JWT key material.",,9.8,"T1190, T1552",no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop 14.5.1 / Node.js Express:3000,"Use parameterized queries for login, validate email syntax, and add tests that SQL metacharacters cannot alter authentication logic.",,9.8,"T1190, T1059",no
Unsigned alg=none JWT Accepted by B2B Orders API,critical,OWASP Juice Shop 14.5.1 B2B API / JWT auth:3000,Reject alg=none and enforce a strict allowlist of expected JWT algorithms server-side.,,9.1,"T1190, T1550",no
JWT RS256-to-HS256 Algorithm Confusion Using Exposed Public Key,critical,OWASP Juice Shop 14.5.1 / JWT authentication:3000,"Pin JWT verification to RS256 only, reject HS256 for asymmetric-key tokens, and avoid publishing keys under web-accessible routes unless required.",,9.8,"T1190, T1550",no
Low-Privilege Authentication Details Endpoint Leaks Reusable Admin JWTs,critical,OWASP Juice Shop 14.5.1 / REST API:3000,"Restrict authentication-detail dumps to administrators only and never return JWTs, password hashes, or TOTP secrets in API responses.",,9.8,"T1190, T1552, T1068",no
Basket Object-Level Authorization Bypass / IDOR,high,OWASP Juice Shop 14.5.1 / Basket REST API:3000,Enforce object ownership checks on every basket lookup and prefer deriving basket ID from the authenticated session rather than the URL.,,8.1,"T1190, T1005",no
Unauthenticated XXE Local File Disclosure in File Upload,high,OWASP Juice Shop 14.5.1 / file-upload XML parser:3000,"Disable DTD/external entity expansion, reject XML containing DOCTYPE/ENTITY declarations, and stop parsing files on deprecated routes.",,8.6,"T1190, T1005",no
FTP Artifact Extension Filter Bypass Exposes Sensitive Backups,medium,OWASP Juice Shop 14.5.1 / /ftp static artifact server:3000,"Remove backup files from web roots, disable directory listings, fully normalize paths before extension checks, and reject encoded null bytes.",,6.5,"T1190, T1083",no
Password Change Does Not Require Current Password,high,OWASP Juice Shop 14.5.1 / user password management:3000,"Move password changes to POST, require the current password or step-up authentication, and never place passwords in query strings.",,7.5,"T1190, T1098",no
Low-Privilege User Can Retrieve Valid Admin JWTs from Authentication Details Endpoint,critical,OWASP Juice Shop user authentication-details API on port 3000,"Enforce admin-only access, remove token/secret fields from responses, invalidate leaked tokens, and audit all accesses to this endpoint.",,9.8,"T1552, T1078, T1190",no
Unsigned alg=none JWT accepted by primary REST API,critical,OWASP Juice Shop 14.5.1 REST API JWT validation:3000,"Disable alg=none, enforce a fixed JWT algorithm allowlist, and validate issuer/audience/expiry in the shared REST authorization middleware.",,9.8,"T1190, T1606",no
UNION SQL Injection in Product Search Exfiltrates User Records,critical,OWASP Juice Shop product search API on 10.10.0.21:3000,Replace string-built SQL with parameterized ORM queries or bound parameters and escape LIKE wildcards.,,9.1,"T1190, T1005",no
Unauthenticated SQL Injection in Product Search,high,OWASP Juice Shop 14.5.1 / product search API:3000,Parameterize the product search query and add regression tests for SQL metacharacters in q.,,8.6,"T1190, T1005",no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop 20.0.0 on 10.10.0.21:3000,Replace string-concatenated SQL with parameterized queries and enforce password verification independent of the email lookup.,,9.8,"T1190, T1059",no
Password Change Does Not Require Current Password,high,OWASP Juice Shop user password-change API on port 3000,"Require the current password, move the operation to POST with CSRF protection, and invalidate existing sessions after password changes.",,8.1,"T1098, T1078",no
JWT signature bypass via alg=none and RS256-to-HS256 key confusion,critical,OWASP Juice Shop / Node.js Express on port 3000,"Pin accepted JWT algorithms to RS256, reject alg=none, separate asymmetric and HMAC verification paths, and validate issuer/audience/expiry.",,9.8,"T1190, T1552",no
Recoverable encrypted announcement due to textbook RSA per-character encryption and exposed bytecode,medium,OWASP Juice Shop FTP static artifacts on port 3000,Do not use textbook RSA or per-character deterministic encryption; use authenticated hybrid encryption and stop exposing encryption code/artifacts publicly.,,5.3,"T1552, T1027",no
JWT algorithm confusion permits forged admin tokens,critical,OWASP Juice Shop / Node.js Express on 10.10.0.21:3000,"Configure JWT verification to allow only RS256 for this issuer, separate asymmetric and symmetric key paths, reject untrusted alg headers, and stop serving signing material from web-accessible paths.",,9.8,"T1606, T1552, T1190",no
JWT remains valid after password change,medium,OWASP Juice Shop 14.5.1 JWT session handling:3000,Invalidate all existing sessions/JWTs when a password is changed by checking passwordChangedAt or a per-user token version in the auth middleware.,,6.5,T1550,no
Customer JWT Can Access Full Users API,high,OWASP Juice Shop 14.5.1 / Users API:3000,Add role-based authorization to /api/Users and redact sensitive user attributes from list responses.,,8.1,"T1190, T1005",no
Authentication bypass via SQL injection in login email field,critical,OWASP Juice Shop 6.2.0-SNAPSHOT / Node.js Express:3000,Parameterize the login query and add regression tests ensuring SQL metacharacters in email cannot alter query semantics.,,9.8,"T1190, T1078",no
JWT public-key algorithm confusion allows forged admin tokens,critical,OWASP Juice Shop 6.2.0-SNAPSHOT / Node.js Express JWT authentication:3000,Restrict JWT verification to the expected algorithm/key type and remove public key exposure if not required.,,9.8,"T1190, T1550.003, T1078",no
Unsigned alg=none JWT accepted by B2B order API,critical,OWASP Juice Shop 6.2.0-SNAPSHOT B2B API:3000,Disable unsigned JWTs and require signature verification on all B2B API routes.,,9.1,"T1190, T1550.003",no
Low-privilege user can leak and reuse all users' authentication tokens,critical,OWASP Juice Shop 6.2.0-SNAPSHOT user authentication details API:3000,Implement object-level authorization and remove token material from authentication-details responses.,,9.8,"T1190, T1550, T1078",no
