finding,severity,target,remediation,tools_used,cvss,signature,novel
WebGoat JSESSIONID URL-Rewrite Leakage and Missing Secure/SameSite Attributes,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,"Use cookie-only session tracking, enable HTTPS, and set Secure and SameSite on session cookies.",,6.5,"T1539, T1550.004",no
Session identifier leaked in URL-rewritten redirects and insecure cookie attributes,medium,OWASP WebGoat / WebWolf Spring Security on Apache Tomcat 10.1.x,"Serve the applications only over HTTPS, set Secure and SameSite on session cookies, and disable URL-based session tracking.",,5.4,"T1539, T1550.004",no
WebGoat exposes known-vulnerable legacy client-side JavaScript dependencies,medium,OWASP WebGoat frontend / RequireJS assets on Apache Tomcat:8080,"Remove legacy dependency aliases and upgrade bundled jQuery/jQuery UI to supported patched versions, then verify no application route imports jqueryvuln/jqueryuivuln.",,6.1,"CVE-2015-9251, CVE-2019-11358, CVE-2021-41182",no
Unauthenticated actuator health reveals database and filesystem topology,medium,OWASP WebGoat Spring Boot Actuator health endpoint:8080,Require authorization for detailed health components and disable public subcomponent health details.,,5.3,"T1082, T1590.004",no
Unauthenticated WebGoat Spring Boot Actuator Information Disclosure,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Restrict actuator exposure to required endpoints only and require authentication/authorization for all management routes.,,5.3,"T1082, T1590.004, T1552.002",no
WebGoat URL-Rewritten Session Identifier Disclosure on Registration Redirect,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,"Disable URL session rewriting and use secure, HttpOnly, SameSite cookies over HTTPS only.",,5.4,"T1539, T1550.004",no
Outdated Vulnerable Client-Side Libraries Exposed by WebGoat,low,OWASP WebGoat 2025.3 static JavaScript assets:8080,Upgrade jQuery/jQuery UI to supported versions and remove intentionally vulnerable libraries from globally reachable application bundles.,,3.7,"CVE-2020-11022, CVE-2020-11023, CVE-2016-7103",no
WebGoat LessonContentView Uses Unsafe HTML Rendering Sinks for Server-Supplied Lesson Data,medium,OWASP WebGoat 2025.3 Backbone client:8080,Replace .html() with safe text rendering or sanitize all server-supplied HTML with a strict allowlist before DOM insertion.,,5.4,T1189,no
Cross-Service JWT JKU Trust Allows Attacker-Hosted JWKS to Forge Accepted RS256 Tokens,high,OWASP WebGoat 2025.3 JWT JKU Lesson API + OWASP WebWolf file hosting on Apache Tomcat 10.1.36,Do not resolve attacker-supplied JKU headers; pin trusted JWKS/key material or enforce a strict HTTPS allowlist with private-address blocking.,,8.1,"T1550.001, T1606, T1190",no
JWT JKU Header Trusts Attacker-Controlled JWKS URL,high,OWASP WebGoat 2025.3 JWT JKU Lesson API / Spring Boot on Apache Tomcat 10.1.36,Do not trust client-supplied JKU URLs; pin JWKS origins/keys server-side and require HTTPS with strict allowlisting.,,8.1,"T1550.001, T1606",no
WebGoat JWT voting endpoint accepts HS512 tokens forged with weak hard-coded secret 'victory',medium,OWASP WebGoat 2025.3 JWT Lesson API / Spring Boot on Apache Tomcat 10.1.36,Use a high-entropy rotated signing key and never authorize admin actions solely from client-controlled JWT claims.,,6.5,"T1550.003, T1606",no
WebGoat JWT voting endpoint accepts forged alg=none admin token in access_token cookie,medium,OWASP WebGoat 2025.3 JWT Lesson API on Apache Tomcat 10.1.36,Disable alg=none/Unsecured JWT parsing and require server-side verification with a pinned algorithm and key before trusting claims.,,6.5,"T1550.001, T1606",no
WebGoat JWT voting tokens signed with weak hard-coded HS512 secret 'victory',medium,OWASP WebGoat 2025.3 JWT Lesson API on Apache Tomcat 10.1.36,Use a high-entropy per-environment signing key stored outside source code and enforce server-side authorization rather than trusting client-supplied JWT role/admin claims.,,6.5,"T1550.001, T1606",no
Missing Function-Level Access Control on Hidden Menu Completion Endpoint,medium,OWASP WebGoat 2025.3 Missing Function Access Control Lesson / Spring Boot on Apache Tomcat 10.1.36,"Enforce server-side authorization/state checks on every lesson action endpoint, not only in the UI.",,6.5,"T1190, T1078.003",no
WebGoat JWT voting endpoint uses weak hard-coded HS512 secret 'victory',medium,OWASP WebGoat 2025.3 JWT Lesson API on Apache Tomcat 10.1.36,"Replace the hard-coded HMAC secret with high-entropy server-side key material, rotate it, and prevent lesson/business tokens from sharing static demo keys.",,6.5,"T1552.002, T1550.001, T1606",no
Weak hard-coded HS512 JWT secret allows forging WebGoat voting admin token,medium,OWASP WebGoat 2025.3 JWT Votes lesson / Spring Boot on Apache Tomcat 10.1.36,"Remove hard-coded JWT secrets, rotate the signing key, store it in a secret manager, and enforce authorization server-side instead of trusting a client-modifiable admin claim.",,6.5,"T1552.001, T1606, T1190",no
WebGoat JWT voting endpoint accepts unsigned alg=none admin tokens,medium,OWASP WebGoat 2025.3 JWT Lesson API / Spring Boot on Apache Tomcat 10.1.36,"Disable alg=none, enforce a fixed signing algorithm, and verify every token signature before trusting claims.",,6.5,"T1550.001, T1606",no
Authenticated stored/reflected DOM XSS via WebGoat lesson AJAX output rendered with jQuery .html(),medium,OWASP WebGoat 2025.3 CrossSiteScripting Lesson / Spring Boot on Apache Tomcat 10.1.36,Do not render lesson feedback/output with .html(); use textContent/.text() or sanitize with an allow-list HTML sanitizer before insertion.,,6.1,T1189,no
JWT JKU header trust allows attacker-hosted JWKS authentication bypass,high,OWASP WebGoat 2025.3 JWT JKU lesson / Spring Boot on Apache Tomcat 10.1.36,Do not trust token-supplied JKU URLs; use a pinned allowlist of issuer JWKS endpoints or locally configured public keys and block loopback/private network fetches.,,8.1,"T1606, T1190",no
Authenticated JWT JKU endpoint enables constrained server-side request forgery and internal service probing,medium,OWASP WebGoat 2025.3 JWTHeaderJKUEndpoint / Spring Boot on Apache Tomcat:8080,"Do not fetch arbitrary JKU URLs; pin JWKS hosts/keys, require HTTPS, block loopback/link-local/RFC1918 destinations, and return generic errors without reflecting target URLs.",,6.5,T1190,no
JWT JKU header enables constrained server-side request forgery,medium,OWASP WebGoat 2025.3 JWT JKU lesson / Spring Boot on Apache Tomcat 10.1.36,Never fetch arbitrary token-supplied JKU URLs; pin trusted issuer JWKS endpoints and block loopback/private/link-local address ranges.,,6.5,"T1190, T1090",no
"The already-identified WebGoat JWT JKU primitive is weaponisable end-to-end: an authenticated user can host an attacker-controlled JWKS on WebWolf, sign a forged JWT with a matching RSA key, and complete the /WebGoat/JWT/jku/delete action as Tom.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Client-side library exposure: WebGoat ships old jQuery/jQuery UI vulnerable components; public static assets are exposed but exploitability depends on reachable widgets.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Prior finding still present: WebGoat exposes the Spring Boot actuator discovery index unauthenticated, revealing available management endpoint links.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Prior session fixation/cookie weakness still present on /WebGoat/register.mvc: plaintext JSESSIONID lacks Secure/SameSite and redirect leaks ;jsessionid URL parameter.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Advertised actuator health subpaths and configprops prefix endpoints expose more granular subsystem metadata than the top-level responses, even when values remain masked.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Unauthenticated WebGoat static JavaScript and template files expose client framework details and API endpoint paths beyond the HTML login pages.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Directory listing is disabled for WebGoat/WebWolf static asset directories and webjars, preventing unauthenticated browsing of asset trees.",low,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Static resources support byte ranges and conditional requests while dynamic/actuator resources do not expose validators, yielding useful cache/forensics metadata but no directory browsing.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Unauthenticated POSTs to login/registration/upload endpoints reveal method-specific redirect/error behavior and cookie/header attributes that differ from GET routes.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Path canonicalization differences, trailing slashes, semicolon matrix parameters, and encoded traversal tokens change WebGoat/WebWolf auth decisions or leak rewritten session IDs.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Forwarded headers such as X-Forwarded-Proto, X-Forwarded-Port, and Forwarded do not influence absolute redirects or actuator links on the directly exposed Tomcat services.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat/WebWolf do not apply HTTP compression to dynamic pages or small static assets by default, reducing BREACH-style exposure but leaving plaintext HTTP unaffected.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Default Tomcat management/example applications are not deployed on the exposed ports beyond the WebGoat/WebWolf contexts.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Authentication state query parameters on login pages expose user-visible messages and keep weak/no-cache header differences relevant to phishing or UX-driven exploit chains.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat actuator endpoints allow only safe read methods; unsafe write methods to env/configprops/health are rejected or redirected, preventing unauthenticated actuator mutation.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The WebWolf public file-hosting URL pattern returns deterministic 404/redirect behavior for nonexistent files and does not enable unauthenticated directory listing by username.,low,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebGoat JWT lesson still accepts a forged alg=none token for admin/Tom due to JWT algorithm validation bypass.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat/WebWolf session cookies are still transmitted over plaintext HTTP without Secure/SameSite, enabling token/session theft or fixation in network-adjacent scenarios.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat registration/login flow still leaks JSESSIONID in URL rewriting and issues a session cookie without Secure/SameSite, enabling session fixation/exposure over plaintext HTTP.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat JWT voting tokens remain forgeable with the lesson's weak HS512 secret 'victory', allowing arbitrary claims to be accepted by JWT voting endpoints when submitted via the documented access_token flow.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Previously confirmed unauthenticated WebGoat actuator health exposure is still present on 10.10.0.13:8080 and leaks subsystem metadata useful for chaining.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Previously confirmed unauthenticated WebGoat actuator env exposure is still present and discloses configuration keyspace that may include pivot-relevant internal URLs or credentials.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Previously confirmed WebWolf session cookie weakness is still present on 10.10.0.13:9090 and may support session-token exposure over plaintext HTTP.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebGoat exposes a reachable DOM-XSS gadget because authenticated lesson AJAX endpoints can return attacker-controlled feedback/output that LessonContentView injects with .html().,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Previously confirmed unauthenticated WebGoat actuator configprops exposure is still present and discloses application binding metadata useful for endpoint and component mapping.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat and WebWolf session cookies are missing modern prefix/attribute protections, increasing impact of the already-confirmed URL-rewritten session identifier exposure.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Authenticated lesson HTML generated by the client-discovered `LessonContentModel` route pattern (`/{Lesson}.lesson`) exposes concrete attack-form endpoints and client callback attributes that can guide focused exploitation beyond unauthenticated static artifacts.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebWolf still leaks WEBWOLFSESSION in URL-rewritten redirects for unsupported/protected methods such as GET /WebWolf/fileupload.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The scoped WebGoat/WebWolf account wg79c5fa:Abc12345 unlocks authenticated lesson and WebWolf utility endpoints that can be used for SSRF/pivot discovery and file-staging tests.,high,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The WebGoat JWT KID lesson accepts a forged HS256 token whose kid header injects a UNION SELECT key from HSQL metadata, allowing token validation using attacker-known key material.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"With the scoped WebWolf credential, /WebWolf/fileupload provides a file-staging primitive whose uploaded content is retrievable via /WebWolf/files/{username}/{filename} without authentication.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The confirmed WebWolf public file-retrieval primitive can serve as an HTTP exfiltration/staging channel for arbitrary marker data without DLP blocking.,critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Authenticated GET /WebWolf/requests consistently returns HTTP 500, creating an application reliability/error-handling finding but not a stack trace disclosure in the latest oracle.",low,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Pulled client-side WebGoat/WebWolf JavaScript artifacts contain additional undocumented endpoints or client-side sinks not yet converted into confirmed findings.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebGoat JWT voting login still issues an HMAC-signed JWT that can be validated by the /WebGoat/JWT/votings endpoint.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebGoat intentionally loads legacy vulnerable jQuery/jQuery-UI libraries that create client-side exploit surface when combined with lesson-controlled HTML and .html() rendering sinks.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The JWT lesson endpoint still accepts alg=none forged admin/Tom tokens supplied directly to the voting resource, independent of the login token issuance flow.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The public WebGoat Backbone source provides a reachable client-side DOM-XSS dataflow from lesson/reportcard HTTP responses into .html() sinks, but confirmation requires tracing controller/model sources rather than only the view sink.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The exact /WebGoat/JWT/jku/delete assignment endpoint performs server-side HTTP retrieval of the token header's jku value before returning a validation result, making it a constrained SSRF scanner for localhost/adjacent HTTP services.",high,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Authenticated client-discovered helper APIs `service/hint.mvc`, `service/lessoninfo.mvc/{lesson}`, and `service/reportcard.mvc` disclose structured lesson metadata and assignment paths useful for endpoint enumeration beyond the rendered UI.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The newly pulled WebGoat RequireJS main/controller scripts contain AJAX endpoint construction logic that exposes lesson API paths or client-trusted completion behavior.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Static analysis of pulled WebGoat RequireJS modules will reveal concrete REST endpoint templates, HTTP methods, and client-side validation/security logic beyond the restart endpoint.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The HS512 JWT example used by the voting endpoint is signed with the weak hard-coded secret 'victory', allowing creation of a valid signed admin=true token without alg=none.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat publicly serves legacy vulnerable JavaScript libraries referenced by main.js (jQuery 2.1.4 and jQuery UI 1.10.4), and the app loads them into the lesson runtime, creating a client-side vulnerable component exposure.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The shared file-upload surface can host attacker-controlled content but does not itself provide an SSRF pivot unless a URL-fetching parameter is accepted by the endpoint.,high,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebGoat health subcomponents still expose filesystem or subsystem topology that could support container/pivot discovery even when env values are masked.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
No confirmed lateral movement path currently exists from 10.10.0.13 because pivot-capable non-HTTP ports are closed and HTTP surfaces have not yielded a URL-fetching SSRF sink or valid credential.,high,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Although source/solution/lessonplan service constants exist, no client module actually calls them in this WebGoat build, explaining authenticated 404 JSON stack traces for those endpoints.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The unauthenticated WebWolf /files HTML discloses file upload form fields, action endpoints, and hosted file URL patterns that can guide upload/path traversal testing.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Static asset directories do not allow directory listing, but directory requests may reveal redirect/security-header behavior and URL-rewritten session IDs.",low,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Tomcat/Spring path canonicalization does not allow unauthenticated access to protected resources through simple dot-segment or encoded-dot path variants.,critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Public WebWolf source maps have standard JSON content type and are retrievable via HEAD/GET without auth, confirming source disclosure is a reusable artifact for code agents.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebDAV-style methods are not enabled on WebGoat/WebWolf, but PROPFIND may reveal whether methods are rejected at Tomcat or routed through Spring Security.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Sensitive Java webapp internals such as WEB-INF, META-INF, and application manifests are not directly retrievable under WebGoat/WebWolf contexts.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Tomcat root/context OPTIONS and malformed methods expose method matrices but no new server components.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebWolf arbitrary upload may also allow path traversal or filename manipulation to escape the per-user directory or overwrite special filenames, because public client JS performs no filename validation.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The pulled WebGoat actuator config/env artifacts contain embedded route names, OAuth/JWT configuration keys, or runtime paths that other agents can use for targeted exploitation, even though no decompilable binary/JAR has been exposed.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The pulled WebGoat client artifacts identify reachable AJAX endpoints and client-side DOM sinks that can be mapped to live routes for exploit validation.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The WebWolf authenticated file-management page statically exposes the real multipart upload route and permits arbitrary client-side file selection without type restrictions.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The static WebWolf upload form is reachable with shared credentials and allows authenticated users to publish arbitrary HTML content at a predictable public URL.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat client code contains a reachable DOM HTML-injection test route, but it is client-side only and should be treated as a static sink unless a browser oracle confirms script execution.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebWolf's authenticated multipart file upload is CSRF-prone because WEBWOLFSESSION lacks SameSite and /WebWolf/fileupload accepts a state-changing multipart POST without an anti-CSRF token.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Authenticated WebGoat lesson endpoints disclose full Java stack traces on method errors, exposing framework internals and source stack locations.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The JWT voting login endpoint issues HS512 tokens signed with weak secret 'victory'; captured cookie token can be locally verified and modified to admin=true then accepted by /JWT/votings.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Authenticated WebWolf users can upload arbitrary HTML/JavaScript that is served back as text/html from /WebWolf/files/<user>/<filename>, enabling stored XSS/content injection.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"An authenticated WebWolf session can trigger a protected /requests route that discloses a full Java stack trace, leaking authenticated application internals and request-history implementation details.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The lesson-specific JavaScript /WebGoat/lesson_js/path_traversal.js is downloadable and contains the exact client-side payload construction for PathTraversal upload and ZIP-slip assignments.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The client-side filtering lesson JavaScript discloses a concrete endpoint `/WebGoat/clientSideFiltering/salaries?userId=` that returns other users' SSNs and salaries to any authenticated low-privileged user, relying on client-side filtering for confidentiality.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Payload-suggested conventional GraphQL and OAuth token endpoints are absent or protected, but should be classified for service routing/header behavior.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Security-relevant well-known Spring Boot/static resource endpoints such as /error and /favicon.ico may leak additional framework headers or icons not covered by Nmap metadata checks.,critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebWolf upload/listing surface exposes additional unauthenticated API-like routes adjacent to /files and /fileupload that can be fingerprinted without attempting uploads.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"HEAD handling is inconsistent on dynamic and static endpoints, sometimes timing out after headers due missing Content-Length or improper HEAD body handling.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Case-variant context paths do not route to WebGoat/WebWolf apps and instead hit Tomcat 404, indicating Linux/Tomcat case-sensitive deployment.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"CORS preflight for actual state-changing endpoints is denied similarly to static/actuator preflights, so login/register/upload are not cross-origin callable via browser preflighted requests.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Additional WebGoat source maps for frontend dependencies are not publicly served, unlike WebWolf webjar maps.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The class: artifact upload filename handling is vulnerable to path traversal/unsafe canonicalisation because WebWolf accepts ../ multipart filenames and stores content outside the user's file directory under the public /WebWolf/files namespace.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The WebGoat JWT KID endpoint resolves the kid value through a database lookup; a SQL-injection kid that UNION-selects a Base64-encoded attacker HMAC key allows a Tom token signed with the decoded key.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The JKU endpoint's arbitrary JWKS fetch can be chained with WebWolf file hosting: upload an attacker JWKS, sign an RS256 Tom token with the matching private key, and set jku to the hosted JWKS URL.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Authenticated WebGoat lesson menu exposes SSRF/XXE/url-fetch lesson routes that can be tested as internal pivot candidates using the valid credential.,high,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The authenticated SSRF lesson page discloses concrete server-side URL-fetch endpoints and parameter names that can be used to test internal HTTP pivoting on localhost/management routes.,high,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebGoat still leaks URL-rewritten JSESSIONID values and issues session cookies without Secure/SameSite flags during unauthenticated auth redirects.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebWolf still leaks WEBWOLFSESSION via URL-rewritten redirects and sets the session cookie without Secure/SameSite flags on protected auth paths.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat registration remains public, enabling creation of a low-privilege account for authenticated JWT and IDOR lesson testing.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Default or newly registered WebGoat credentials can establish a session that reaches /WebGoat/JWT/votings for targeted JWT validation tests.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Authenticated jwt-voting.js reveals the exact client-side handling: access_token cookie is decoded and the reset POST sends no form fields, so the exploit depends solely on cookie/header claim semantics.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The JWT voting lesson accepts the forged admin token when supplied as the access_token cookie and the reset form posts no token field.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebGoat main.js explicitly exposes route aliases and intentionally vulnerable legacy library paths that confirm public reachability of jQuery 2.1.4 and jQuery UI 1.10.3/1.10.4.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Changing the accepted attacker-signed JKU token's identity claims from Jerry to Tom will complete the JWT JKU delete lesson, proving end-to-end arbitrary key trust plus public WebWolf hosting.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The JKU SSRF oracle can resolve internal container/service hostnames such as webgoat, webwolf, host.docker.internal, or gateway addresses, revealing internal topology beyond IP 10.10.0.13.",high,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Authenticated /WebGoat/service/hint.mvc exposes a complete assignment path inventory that may reveal untested SSRF/deserialization/path traversal/network-relevant endpoints for pivot discovery.,high,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebGoat login issues JSESSIONID without Secure or SameSite attributes,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,Set Secure and SameSite=Strict/Lax on JSESSIONID and serve the application only over HTTPS.,,5.4,"T1539, T1550.004",no
Unauthenticated Spring Boot Actuator Exposes Runtime and Data Source Metadata,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat:8080,Restrict actuator exposure to the minimum required endpoints and require authentication/authorization for all management routes.,,5.3,"T1082, T1590.004, T1552.002",no
"Client-side WebGoat renderer uses unsafe jQuery .html() for lesson content, feedback, and output",medium,OWASP WebGoat 2025.3 client renderer / Spring Boot on Apache Tomcat 10.1.36,Sanitize trusted lesson HTML with a strict allowlist and render all feedback/output with text encoding instead of .html().,,6.1,"T1189, T1059.007",no
Public WebGoat JavaScript exposes deprecated vulnerable jQuery and jQuery UI aliases,medium,OWASP WebGoat static JavaScript / RequireJS / jQuery 2.1.4 / jQuery UI 1.10.4,Remove vulnerable library aliases and upgrade all client dependencies to current patched jQuery/jQuery UI versions.,,6.1,"CVE-2015-9251, CVE-2019-11358, CVE-2021-41182",no
Constrained Server-Side Request Forgery in WebGoat SSRF Lesson Performs Outbound HTTP Fetch,medium,OWASP WebGoat 2025.3 SSRF Lesson / Spring Boot on Apache Tomcat:8080,"Disable the vulnerable lesson in production; otherwise enforce scheme/host allow-lists and block loopback, private, and link-local destinations before server-side fetches.",,5.0,"T1090, T1190",no
WebGoat auth redirect leaks JSESSIONID in URL via Tomcat URL rewriting,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,Disable URL session tracking and use cookie-only sessions with Secure/SameSite attributes over HTTPS.,,5.4,"T1539, T1550.004",no
WebGoat registration handler hangs on unauthenticated valid-looking submissions,medium,OWASP WebGoat 2025.3 registration workflow / Spring Boot on Apache Tomcat 10.1.36,Add rate limiting and fail-fast validation/timeouts to the unauthenticated registration handler.,,5.3,T1499,no
Weak hard-coded JWT HMAC secret allows forging WebGoat JWT voting access_token,medium,OWASP WebGoat 2025.3 JWT Lesson API on Apache Tomcat 10.1.36,Replace the hard-coded `victory` JWT secret with a rotated high-entropy secret and validate authorization server-side.,,6.5,"T1550.001, T1606",no
Weak HS512 JWT Secret Allows Forged Admin access_token Cookie in WebGoat JWT Voting Lesson,medium,OWASP WebGoat 2025.3 JWT Votes Endpoint / Spring Boot on Apache Tomcat 10.1.36,"Remove hard-coded JWT secrets, rotate to a high-entropy secret/keypair, enforce allowed algorithms, derive admin authorization server-side, and harden access_token cookies with HttpOnly/Secure/SameSite.",,6.5,"T1550.001, T1606",no
Weak HS512 JWT signing secret permits forged admin token in WebGoat JWT voting lesson,medium,OWASP WebGoat 2025.3 JWT voting lesson / Spring Boot on Apache Tomcat 10.1.36,"Replace the hard-coded JWT secret with a high-entropy secret or asymmetric key pair, rotate existing tokens, and validate authorization server-side rather than trusting client-editable claims.",,6.5,"T1550.001, T1606",no
WebGoat JWT voting access_token uses weak HS512 secret allowing admin claim forgery,high,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Use a high-entropy rotated signing key, enforce fixed algorithms, and validate admin as a server-side authorization state rather than trusting client-controlled JWT claims.",,8.1,"T1552.002, T1550.001, T1606",no
WebGoat JWT voting endpoint accepts unsigned alg=none admin token,high,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Reject alg=none/unsigned JWTs, pin the expected algorithm, and verify all authorization tokens with a server-held key before trusting claims.",,8.1,"T1550.001, T1606",no
Authenticated WebWolf Arbitrary File Staging with Public HTTP Retrieval,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,Require per-object authorization and content validation for WebWolf uploads; do not expose uploaded files under predictable public paths.,,6.5,"T1105, T1567.002",no
Unauthenticated Spring Boot Actuator Metadata Exposure Still Present,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Restrict actuator endpoints to authenticated administrators and expose only the minimum required endpoints.,,5.3,"T1082, T1590.004, T1552.002",no
Weak HS512 JWT HMAC secret allows forged admin access_token in WebGoat JWT voting lesson,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Replace the hard-coded JWT HMAC secret with a high-entropy server-side secret, rotate existing tokens, and avoid trusting client-controlled admin claims without server-side authorization checks.",,6.5,"T1550.001, T1606",no
WebGoat JWT Voting accepts HS512 tokens forged with weak HMAC secret 'victory',medium,OWASP WebGoat 2025.3 JWT Lesson API on Apache Tomcat 10.1.36,"Use a randomly generated 512-bit HMAC key stored in a secret manager, rotate existing tokens, and enforce boolean claim typing/issuer/audience/expiry validation.",,6.5,"T1550.001, T1606",no
